case_code	case_name	court_from	court_type	result	author	judge_panel
772 F.3d 709	Ultramercial Inc v Hulu LLC	Central District of California	Federal District Court	AFFIRMED	LOURIE	Before LOURIE, MAYER, *  and O'MALLEY, Circuit Judges.
870 F.3d 1306	Southwire Company v Cerro Wire LLC	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Lourie	Before Lourie, Moore, and Hughes, Circuit Judges.
832 F.3d 1343	Vapor Point LLC v Moorhead	Southern District of Texas	Federal District Court	AFFIRMED		
762 F.3d 1355	Scriptpro LLC v Innovation Associates Inc	District of Kansas	Federal District Court	REVERSED.	TARANTO	Before TARANTO, BRYSON, and HUGHES, Circuit Judges.
669 F.3d 1370	AstraZeneca Pharmaceuticals LP v Apotex Corp	District of Delaware	Federal District Court	AFFIRMED	LOURIE	Before RADER, Chief Judge, and LOURIE and MOORE, Circuit Judges.
745 F.3d 1353	Energy Recovery Inc v Hauge	Eastern District of Virginia	Federal District Court	REVERSED AND VACATED.	WALLACH	Before RADER, Chief Judge, REYNA, and WALLACH, Circuit Judges.
751 F.3d 1371	Lifestyle Enterprise Inc v US			AFFIRMED IN PART, REVERSED IN PART, AND REMANDED	TARANTO	Before RADER ** , LINN, and TARANTO, Circuit Judges.
671 F.3d 1358	In re Viterra Inc	Trademark Trial and Appeal Board	Federal Court	AFFIRMED	O'MALLEY	Before DYK, MOORE, and O'MALLEY, Circuit Judges.
817 F.3d 1325	High Point SARL v Sprint Nextel Corp	District of Kansas	Federal District Court	AFFIRMED	REYNA	Before REYNA, MAYER, and CHEN, Circuit Judges.
699 F.3d 1305	Edwards Lifesciences AG v CoreValve Inc	District of Delaware	Federal District Court	AFFIRMED IN PART, REMANDED IN PART.	NEWMAN	Before RADER, Chief Judge, NEWMAN and PROST, Circuit Judges.
709 F.3d 1140	In re Hubbell	Federal Circuit	Appellate Court	AFFIRMED	O'MALLEY	Before NEWMAN, O'MALLEY, and WALLACH, Circuit Judges.
793 F.3d 1376	Airbus SAS v Firepass Corp	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	LOURIE	Before LOURIE, DYK, and MOORE, Circuit Judges.
815 F.3d 1314	Eon Corp IP Holdings v Silver Spring Networks	Eastern District of Texas	Federal District Court	REVERSED	PROST	Before PROST, Chief Judge, BRYSON and HUGHES, Circuit Judges.
707 F.3d 1351	McGuire v US	District of Arizona	Federal District Court	AFFIRMED	DYK	Before DYK, PROST, and REYNA, Circuit Judges.
837 F.3d 1256	UCB Inc v Yeda Research and Development Co Ltd	Eastern District of Virginia	Federal District Court	AFFIRMED	Newman	Before Newman, Lourie, and Chen, Circuit Judges.
684 F.3d 1289	Loughlin v Ling	United States Court of Appeals for the Federal Circuit	Federal Court	AFFIRMED.	LOURIE	Before RADER, Chief Judge, and LOURIE and MOORE, Circuit Judges.
871 F.3d 1355	In re Cray Inc	Eastern District of Texas	Federal District Court	Petition granted.	Lourie	Before Lourie, Reyna, and Stoll, Circuit Judges.
797 F.3d 1025	Keranos LLC v Silicon Storage Technology Inc	Eastern District of Texas	Federal District Court	VACATED AND REMANDED	CHEN	Before CHEN, BRYSON, and HUGHES, Circuit Judges.
841 F.3d 995	Unwired Planet LLC v Google Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED-IN-PART AND DISMISSED-IN-PART	Reyna	Before Reyna, Plager, and Hughes, Circuit Judges.
690 F.3d 1344	In re Beineke	Federal Circuit	Appellate Court	AFFIRMED.	DYK	Before DYK, SCHALL, and REYNA, Circuit Judges.
755 F.3d 1326	Augme Technologies Inc v Yahoo! Inc	Northern District of California	Federal District Court	AFFIRMED	MOORE	Before MOORE, SCHALL, and REYNA, Circuit Judges.
878 F.3d 1052	Microsoft Corporation v Biscotti Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED	O’Malley	Before Newman, O’Malley, and Reyna, Circuit Judges.
822 F.3d 1282	In re Man Machine Interface Technologies LLC	Patent Trial and Appeal Board	Federal Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART, REMANDED	STOLL	Before LOURIE, O'MALLEY, and STOLL, Circuit Judges.
711 F.3d 1341	Checkpoint Systems Inc v AllTag Sec SA	Eastern District of Pennsylvania	Federal District Court	REVERSED	NEWMAN	Before NEWMAN, LOURIE, and SCHALL, Circuit Judges.
668 F.3d 1356	Coach Services Inc v Triumph Learning LLC	Trademark Trial and Appeal Board	Federal Court	AFFIRMED–IN–PART, VACATED–IN–PART, REMANDED	O'MALLEY	Before NEWMAN, O'MALLEY, and REYNA, Circuit Judges.
808 F.3d 829	Merck And Cie v Gnosis SPA	Patent Trial and Appeal Board	Federal Court	AFFIRMED	HUGHES	Before NEWMAN, PLAGER, and HUGHES, Circuit Judges.
875 F.3d 636	Sanofi v Watson Laboratories Inc	District of Delaware	Federal District Court	AFFIRMED	Taranto	Before Prost, Chief Judge, Wallach, and Taranto, Circuit Judges.
692 F.3d 1351	Mirror Worlds LLC v Apple Inc	Eastern District of Texas	Federal District Court	AFFIRMED	LOURIE	Before NEWMAN, LOURIE, and PROST, Circuit Judges.
688 F.3d 1311	Raytheon Co v Indigo Systems Corp	Eastern District of Texas	Federal District Court	REVERSED IN PART, VACATED IN PART, AND REMANDED	LINN	Before LINN, DYK, and O'MALLEY, Circuit Judges.
774 F.3d 1366	Thai Plastic Bags Industries Co v US	United States Court of International Trade	Federal Court	AFFIRMED	LOURIE	Before LOURIE, MOORE, and CHEN, Circuit Judges.
802 F.3d 1339	Ad Hoc Shrimp Trade Action Committee v US	United States Court of International Trade	Federal Court	AFFIRMED.	WALLACH	Before REYNA, CLEVENGER, and WALLACH, Circuit Judges.
857 F.3d 1329	United States v American Home Assurance Company	United States Court of International Trade	Federal Court	AFFIRMED	Moore	Before Moore, Taranto, and Chen, Circuit Judges.
858 F.3d 1377	Evans v Building Materials Corporation of America	Eastern District of Virginia	Federal District Court	AFFIRMED	Taranto	Before Reyna, Linn, and Taranto, Circuit Judges.
832 F.3d 1355	Arendi SARL v Apple Inc	Patent Trial and Appeal Board	Federal Court	REVERSED	O'Malley	Before Moore, Linn, and O'Malley, Circuit Judges.
724 F.3d 1343	Plantronics Inc v Aliph Inc	Northern District of California	Federal District Court	REVERSED IN PART, VACATED IN PART, AND REMANDED.	WALLACH	Before RADER, Chief Judge, O'MALLEY, and WALLACH, Circuit Judges.
705 F.3d 1357	Hall v Bed Bath And Beyond Inc	Southern District of New York	Federal District Court	AFFIRMED IN PART, REVERSED IN PART, and REMANDED.	NEWMAN	Before NEWMAN, LOURIE, and LINN, Circuit Judges.
758 F.3d 1329	HW Technology LC v Overstockcom Inc	Northern District of Texas	Federal District Court	AFFIRMED AS MODIFIED	PROST	Before PROST, *  Chief Judge and O'MALLEY, Circuit Judge. **
745 F.3d 1194	Guangdong Wireking Housewares And Hardware Co Ltd v US	United States Court of International Trade	Federal Court	AFFIRMED.	DYK	Before DYK, O'MALLEY, and CHEN, Circuit Judges.
694 F.3d 1344	Santarus Inc v Par Pharmaceutical Inc	District of Delaware	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, and REMANDED		Before RADER, Chief Judge, NEWMAN, and MOORE, Circuit Judges.
758 F.3d 1322	Troy v Samson Manufacturing Corp	District of Massachusetts	Federal District Court	VACATED AND REMANDED.	MOORE	Before PROST, Chief Judge, BRYSON and MOORE, Circuit Judges.
861 F.3d 1353	AdjustaCam LLC v Newegg Inc	Eastern District of Texas	Federal District Court	REVERSED AND REMANDED	Reyna	Before Reyna, Mayer, and Hughes, Circuit Judges.
713 F.3d 640	Kahrs Intern Inc v US	United States Court of International Trade	Federal Court	AFFIRMED	REYNA	Before LOURIE and REYNA, Circuit Judges, and KRIEGER, Chief Judge. *
704 F.3d 958	Parallel Networks LLC v Abercrombie And Fitch Co	Eastern District of Texas	Federal District Court	AFFIRMED	BRYSON	Before PROST, BRYSON * , and WALLACH, Circuit Judges.
857 F.3d 1353	Maverick Tube Corporation v United States	United States Court of International Trade	Federal Court	AFFIRMED	Lourie	Before Prost, Chief Judge, Lourie and Taranto, Circuit Judges.
859 F.3d 1352	Cleveland Clinic Foundation v True Health Diagnostics LLC	Northern District of Ohio	Federal District Court	AFFIRMED	Reyna	Before Lourie, Reyna, and Wallach, Circuit Judges.
823 F.3d 1375	Profectus Technology LLC v Huawei Technologies Co Ltd	Eastern District of Texas	Federal District Court	AFFIRMED	Reyna	Before Moore, Reyna, and Wallach, Circuit Judges.
717 F.3d 1269	CLS Bank Intern v Alice Corp Pty Ltd	D.C. Circuit	Appellate Court	AFFIRMED	RADER	Before RADER, Chief Judge, NEWMAN, LOURIE, LINN, DYK, PROST, MOORE, O'MALLEY, REYNA, and
756 F.3d 1363	In re Nintendo of America Inc	Eastern District of Texas	Federal District Court	Petition granted.	NEWMAN	Before NEWMAN, RADER, *  and HUGHES, Circuit Judges.
707 F.3d 1295	InterDigital Communications LLC v International Trade Com'n	International Trade Commission	Federal Court	*1297  (2) The petition for rehearing en banc is denied.	BRYSON	Before NEWMAN, MAYER, and BRYSON, **  Circuit Judges.
730 F.3d 1320	Atar SRL v US	United States Court of International Trade	Federal Court	REVERSED AND REMANDED	LOURIE	Before LOURIE, BRYSON, and TARANTO, Circuit Judges.
853 F.3d 1360	Core Wireless Licensing Sarl v Apple Inc	Eastern District of Texas	Federal District Court	AFFIRMED.	Bryson	Before O'Malley, Bryson, and Wallach, Circuit Judges.
741 F.3d 1359	Medtronic CoreValve LLC v Edwards Lifesciences Corp	Central District of California	Federal District Court	AFFIRMED.	PROST	Before PROST, PLAGER, and TARANTO, Circuit Judges.
819 F.3d 1323	Clare v Chrysler Group LLC	Eastern District of Michigan	Federal District Court	AFFIRMED	MOORE	Before PROST, Chief Judge, MOORE and WALLACH, Circuit Judges.
816 F.3d 1352	In re Varma	Patent Trial and Appeal Board	Federal Court	REVERSED IN PART, VACATED IN PART, AND REMANDED	TARANTO	Before WALLACH, CLEVENGER, and TARANTO, Circuit Judges.
869 F.3d 1327	NantKwest Inc v Matal	Eastern District of Virginia	Federal District Court			Before  Prost,  Chief  Judge,  Newman,  Lourie,  Dyk,  Moore,  O'Malley,  Reyna,  Wallach,  Taranto,  Hughes,  and  Stoll,
732 F.3d 1376	Ibormeith IP LLC v MercedesBenz USA LLC	District of New Jersey	Federal District Court	AFFIRMED	TARANTO	Before LOURIE, PROST, and TARANTO, Circuit Judges.
676 F.3d 1063	In re Cyclobenzaprine Hydrochloride ExtendedRelease Capsule Patent Litiga	District of Delaware	Federal District Court	AFFIRMED IN PART, REVERSED IN PART, VACATED IN PART, DISMISSED IN PART	O'MALLEY	
749 F.3d 1376	In re Procter And Gamble Co	Southern District of Ohio	Federal District Court	The petition is denied.	TARANTO	Before LOURIE, PROST, and TARANTO, Circuit Judges.
815 F.3d 793	ULF Bamberg v Dalvey	Patent Trial and Appeal Board	Federal Court	AFFIRMED	HUGHES	
790 F.3d 1369	Gaymar Industries Inc v Cincinnati SubZero Products Inc			AFFIRMED–IN–PART, REVERSED–IN–PART, AND REMANDED	DYK	Before PROST, Chief Judge, BRYSON, and DYK, Circuit Judges.
672 F.3d 1250	MySpace Inc v GraphOn Corp	Northern District of California	Federal District Court	AFFIRMED.	PLAGER	Before NEWMAN, MAYER, and PLAGER, Circuit Judges.
705 F.3d 1347	Rexnord Industries LLC v Kappos	District of Delaware	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART	NEWMAN	Before NEWMAN, LOURIE, and PROST, Circuit Judges.
719 F.3d 1367	Levi Strauss And Co v Abercrombie And Fitch Trading Co	Trademark Trial and Appeal Board	Federal Court	REVERSED AND REMANDED	TARANTO	Before LOURIE, O'MALLEY, and TARANTO, Circuit Judges.
864 F.3d 1309	Cascades Projection LLC v Epson America Inc	Patent Trial and Appeal Board	Federal Court	en banc, the losing party in MCM petitioned the Supreme Court for a writ of certiorari. That petition was denied. See		Before Prost, Chief Judge, Newman, Lourie, Dyk, Moore, O'Malley, Reyna, Wallach, Taranto, Chen, Hughes, and
837 F.3d 1316	LifeNet Health v LifeCell Corporation	Eastern District of Virginia	Federal District Court	AFFIRMED	Prost	Before Prost, Chief Judge, Reyna and Chen, Circuit Judges.
773 F.3d 1245	DDR Holdings LLC v Hotelscom LP	Eastern District of Texas	Federal District Court	AFFIRMED IN PART, REVERSED IN PART, AND REMANDED	CHEN	Before WALLACH, MAYER, and CHEN, Circuit Judges.
826 F.3d 1376	Oakville Hills Cellar Inc v Georgallis Holdings LLC	Trademark Trial and Appeal Board	Federal Court	AFFIRMED	Lourie	Before Lourie, Moore, and Chen, Circuit Judges.
667 F.3d 1373	Ninestar Technology Co Ltd v International Trade Com'n	International Trade Commission	Federal Court	AFFIRMED	NEWMAN	Before NEWMAN, SCHALL, and LINN, Circuit Judges.
760 F.3d 1376	US v CH Robinson Co			AFFIRMED.	REYNA	Before O'MALLEY, REYNA, and WALLACH, Circuit Judges.
746 F.3d 1344	Senju Pharmaceutical Co Ltd v Apotex Inc	District of Delaware	Federal District Court	AFFIRMED	PLAGER	Before NEWMAN, PLAGER, and O'MALLEY, Circuit Judges.
876 F.3d 1330	CRFD Research Inc v Matal	Patent Trial and Appeal Board	Federal Court	AFFIRMED IN APPEAL NOS. 16-2198 AND 16-2298; REVERSED IN APPEAL NO. 16-2437	O'Malley	Before Newman, Mayer, and O'Malley, Circuit Judges.
845 F.3d 1148	Walker v Health International Corporation	District of Colorado	Federal District Court	AFFIRMED	Reyna	Before Reyna, Hughes, and Stoll, Circuit Judges.
715 F.3d 1336	Alexsam Inc v IDT Corp	Eastern District of Texas	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, AND REMANDED.	DYK	Before DYK, MAYER, and MOORE, Circuit Judges.
742 F.3d 962	Link Snacks Inc v US	United States Court of International Trade	Federal Court	AFFIRMED.	LOURIE	Before NEWMAN, LOURIE, and BRYSON, Circuit Judges.
731 F.3d 1239	Network Signatures Inc v State Farm Mut Auto Ins Co	Central District of California	Federal District Court	REVERSED AND REMANDED.	NEWMAN	Before NEWMAN, CLEVENGER, and WALLACH, Circuit Judges.
799 F.3d 1364	Inline Plastics Corp v EasyPak LLC	District of Massachusetts	Federal District Court	REVERSED IN PART, VACATED IN PART, AND REMANDED	NEWMAN	Before NEWMAN, CLEVENGER, and DYK, Circuit Judges.
748 F.3d 1159	Trebro Mfg Inc v Firefly Equipment LLC	District of Montana	Federal District Court	VACATED AND REMANDED	RADER	Before RADER, Chief Judge, LOURIE, and PROST, Circuit Judges.
689 F.3d 1358	AFTGTG LLC v Nuvoton Technology Corp	District of Wyoming	Federal District Court	AFFIRMED		Before RADER, Chief Judge, NEWMAN, and O'MALLEY, Circuit Judges.
766 F.3d 1364	Interval Licensing LLC v AOL Inc	Western District of Washington	Federal District Court	AFFIRMED–IN–PART, VACATED–IN–PART, AND REMANDED	CHEN	Before TARANTO and CHEN, Circuit Judges. *
813 F.3d 1368	Nuance Communications Inc v ABBYY USA Software House Inc	Northern District of California	Federal District Court	AFFIRMED	PROST	Before PROST, Chief Judge, DYK and CHEN, Circuit Judges.
755 F.3d 1367	HillRom Services Inc v Stryker Corp	Southern District of Indiana	Federal District Court	REVERSED AND REMANDED	MOORE	Before MOORE, SCHALL, and REYNA, Circuit Judges.
817 F.3d 1305	Microsoft Corp v GeoTag Inc	District of Delaware	Federal District Court	AFFIRMED	WALLACH	Before LOURIE, WALLACH, and STOLL, Circuit Judges.
790 F.3d 1315	TomTom Inc v Adolph	Eastern District of Virginia	Federal District Court	REVERSED AND REMANDED	WALLACH	Before WALLACH and HUGHES, Circuit Judges, and FOGEL, District Judge. *
856 F.3d 991	In re AT And T Intellectual Property II LP	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Reyna	Before Dyk, Mayer, and Reyna, Circuit Judges.
803 F.3d 652	Achates Reference Publishing Inc v Apple Inc	Patent Trial and Appeal Board	Federal Court	DISMISSED	LINN	Before PROST, Chief Judge, LOURIE and LINN, Circuit Judges.
842 F.3d 1229	Apple Inc v Ameranth Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED IN PART AND REVERSED IN PART	Reyna	Before Reyna, Chen, and Stoll, Circuit Judges.
778 F.3d 1311	Soverain Software LLC v Victoria's Secret Direct Brand Management LLC	Eastern District of Texas	Federal District Court	REVERSED	DYK	Before DYK, TARANTO, and HUGHES, Circuit Judges.
774 F.3d 766	Aqua Shield v Inter Pool Cover Team	District of Utah	Federal District Court	VACATED IN PART AND REMANDED	TARANTO	Before WALLACH, TARANTO, and CHEN, Circuit Judges.
791 F.3d 1312	Carbon Activated Corp v US	United States Court of International Trade	Federal Court	AFFIRMED	DYK	Before DYK, SCHALL, and TARANTO, Circuit Judges.
725 F.3d 1295	Mid Continent Nail Corp v US	International Trade Commission	Federal Court	VACATED AND REMANDED	DYK	Before DYK, LINN, and PROST, Circuit Judges.
738 F.3d 1320	US v Great American Ins Co of New York	Seventh Circuit	Appellate Court	AFFIRMED IN PART, REVERSED IN PART, AND REMANDED.	TARANTO	Before PROST, PLAGER, and TARANTO, Circuit Judges.
875 F.3d 651	Promega Corporation v Life Technologies Corporation	Western District of Wisconsin	Federal District Court	AFFIRMED	Chen	Before Prost, Mayer, and Chen, Circuit Judges.
801 F.3d 1336	Ivera Medical Corp v Hospira Inc	Southern District of California	Federal District Court	REVERSED AND REMANDED.	REYNA	Before NEWMAN, REYNA, and TARANTO, Circuit Judges.
816 F.3d 1366	Halo Creative And Design Ltd v Comptoir Des Indes Inc	Northern District of Illinois	Federal District Court	REVERSED AND REMANDED	DYK	Before DYK, MAYER, and HUGHES, Circuit Judges.
667 F.3d 1261	Krippelz v Ford Motor Co	Northern District of Illinois	Federal District Court	REVERSED–IN–PART, VACATED–IN–PART, AND REMANDED	PROST	Before NEWMAN, PROST, and O'MALLEY, Circuit Judges.
757 F.3d 1343	In re Dinsmore	Patent Trial and Appeal Board	Federal Court	AFFIRMED.	TARANTO	Before TARANTO, BRYSON, and HUGHES, Circuit Judges. TARANTO, Circuit Judge.
689 F.3d 1368	Eli Lilly and Co v Teva Parenteral Medicines Inc	District of Delaware	Federal District Court	AFFIRMED	LOURIE	Before LOURIE, DYK, and WALLACH, Circuit Judges.
759 F.3d 1327	StonCor Group Inc v Specialty Coatings Inc	Trademark Trial and Appeal Board	Federal Court	AFFIRMED.	HUGHES	Before TARANTO and HUGHES, Circuit Judges. *
818 F.3d 1307	Pride Mobility Products Corp v Permobil Inc	Patent Trial and Appeal Board	Federal Court	REVERSED IN PART AND AFFIRMED IN PART	TARANTO	Before REYNA, TARANTO, and CHEN, Circuit Judges.
877 F.3d 1315	Amgen Inc v Sandoz Inc	Northern District of California	Federal District Court	AFFIRMED	Lourie	Before Newman, Lourie, and Chen, Circuit Judges.
839 F.3d 1131	PolyAmerica LP v API Industries Inc	District of Delaware	Federal District Court	AFFIRMED	Reyna	Before PROST, Chief Judge, Reyna, and Hughes, Circuit Judges.
802 F.3d 1301	Shire LLC v Amneal Pharmaceuticals LLC	District of New Jersey	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, AND REMANDED	LINN	Before MOORE, MAYER, and LINN, Circuit Judges.
855 F.3d 1356	Helsinn Healthcare SA v Teva Pharmaceuticals USA Inc	District of New Jersey	Federal District Court	REVERSED	Dyk	Before Dyk, Mayer, and O'Malley, Circuit Judges.
849 F.3d 1379	Meiresonne v Google Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Moore	Before Prost, Chief Judge, Lourie, and Moore, Circuit Judges.
837 F.3d 1329	WiFi One LLC v Broadcom Corporation	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Bryson	Before Dyk, Bryson, and Reyna, Circuit Judges.
783 F.3d 853	Insite Vision Inc v Sandoz Inc	District of New Jersey	Federal District Court	AFFIRMED.	LINN	Before PROST, Chief Judge, NEWMAN and LINN, Circuit Judges.
875 F.3d 1369	Presidio Components Inc v American Technical Ceramics Corp	Southern District of California	Federal District Court	AFFIRMED IN PART, REVERSED IN PART, VACATED IN PART, AND REMANDED	Dyk	Before Dyk, Moore, and Taranto, Circuit Judges.
831 F.3d 1350	Multilayer Stretch Cling Film Holdings Inc v Berry Plastics Corporation	Western District of Tennessee	Federal District Court	AFFIRMED-IN-PART, REVERSED-IN-PART, VACATED-IN-PART, AND REMANDED	Dyk	Before Dyk, Plager, and Taranto, Circuit Judges.
749 F.3d 1349	Braintree Laboratories Inc v Novel Laboratories Inc	District of New Jersey	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART, AND REMANDED.	PROST	Before DYK, PROST, and MOORE, Circuit Judges.
710 F.3d 1347	Dawson v Dawson			Affirmed in part and dismissed in part.	BRYSON	
841 F.3d 966	In re NuVasive Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED IN PART, VACATED IN PART, AND REMANDED	Taranto	Before Moore, Wallach, and Taranto, Circuit Judges.
813 F.3d 1350	Ohio Willow Wood Co v Alps South LLC	Southern District of Ohio	Federal District Court	AFFIRMED	BRYSON	Before DYK, BRYSON, and WALLACH, Circuit Judges.
844 F.3d 1359	In re Van Os	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	Moore	Before Newman, Moore, and Wallach, Circuit Judges.
838 F.3d 1331	Lyda v CBS Corporation	Southern District of New York	Federal District Court	AFFIRMED	Stoll	Before Reyna, Hughes, and Stoll, Circuit Judges.
741 F.3d 89	Wind Tower Trade Coalition v US	United States Court of International Trade	Federal Court	AFFIRMED.	WALLACH	Before NEWMAN, MOORE, and WALLACH, Circuit Judges.
812 F.3d 1295	TransWeb LLC v M Innovative Properties Co	District of New Jersey	Federal District Court	AFFIRMED	HUGHES	Before WALLACH, BRYSON, and HUGHES, Circuit Judges.
850 F.3d 1332	Intellectual Ventures I LLC v Capital One Financial Corporation	District of Maryland	Federal District Court	AFFIRMED	Prost	Before Prost, Chief Judge, Wallach and Chen, Circuit Judges.
686 F.3d 1335	Grober v Mako Products Inc	Central District of California	Federal District Court	AFFIRMED–IN–PART, VACATED–IN–PART, AND REMANDED	RADER	Before RADER, Chief Judge, PROST and MOORE, Circuit Judges.
671 F.3d 1291	MettlerToledo Inc v BTek Scales LLC	Eastern District of Texas	Federal District Court	AFFIRMED	MOORE	Before BRYSON, MOORE, and REYNA, Circuit Judges.
872 F.3d 1275	G David Jang MD v Boston Scientific Corporation	Central District of California	Federal District Court	AFFIRMED.	Chen	Before Prost, Chief Judge, O'Malley and Chen, Circuit Judges.
765 F.3d 1350	buySAFE Inc v Google Inc	District of Delaware	Federal District Court	AFFIRMED.	TARANTO	Before TARANTO and HUGHES, Circuit Judges. *
781 F.3d 1340	NeuroRepair Inc v The Nath Law Group	Southern District of California	Federal District Court	Vacated and remanded.	WALLACH	Before WALLACH, CHEN, and HUGHES, Circuit Judges.
773 F.3d 1274	Sandoz Inc v Amgen Inc	Northern District of California	Federal District Court	AFFIRMED.	TARANTO	Before DYK, TARANTO, and CHEN, Circuit Judges.
674 F.3d 1315	Dealertrack Inc v Huber	Central District of California	Federal District Court	AFFIRMED–IN–PART, VACATED–IN–PART, REVERSED–IN–PART, AND REMANDED	LINN	Before LINN, PLAGER, and DYK, Circuit Judges.
778 F.3d 1243	Delano Farms Co v California Table Grape Com'n	Eastern District of California	Federal District Court	AFFIRMED	BRYSON	Before PROST, Chief Judge, BRYSON and HUGHES, Circuit Judges.
827 F.3d 1052	Amgen Inc v Apotex Inc	Southern District of Florida	Federal District Court	AFFIRMED	Taranto	Before Wallach, Bryson, and Taranto, Circuit Judges.
869 F.3d 1336	Intercontinental Great Brands LLC v Kellogg North America Company	Northern District of Illinois	Federal District Court	AFFIRMED	Taranto	Before Prost, Chief Judge, Reyna and Taranto, Circuit Judges.
774 F.3d 747	In re St Helena Hosp	Trademark Trial and Appeal Board	Federal Court	REVERSED AND REMANDED.	LINN	Before LOURIE, LINN and O'MALLEY, Circuit Judges.
794 F.3d 1334	Juice Generation Inc v GS Enterprises LLC	Trademark Trial and Appeal Board	Federal Court	VACATED AND REMANDED	TARANTO	Before NEWMAN, REYNA, and TARANTO, Circuit Judges.
873 F.3d 1364	Smart Systems Innovations LLC v Chicago Transit Authority	Northern District of Illinois	Federal District Court	AFFIRMED	Wallach	Before Reyna, Linn, and Wallach, Circuit Judges.
772 F.3d 723	eDigital Corp v Futurewei Technologies Inc	Southern District of California	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, REMANDED.	MOORE	Before MOORE, O'MALLEY, and REYNA, Circuit Judges.
782 F.3d 1376	Automated Merchandising Systems Inc v Lee	Eastern District of Virginia	Federal District Court	AFFIRMED.	TARANTO	Before PROST, Chief Judge, TARANTO, Circuit Judge, and FOGEL, District Judge. *
703 F.3d 511	In re Rosuvastatin Calcium Patent Litigation	District of Delaware	Federal District Court	AFFIRMED.	NEWMAN	Before NEWMAN, MAYER, and PLAGER, Circuit Judges.
862 F.3d 1356	Millennium Pharmaceuticals Inc v Sandoz Inc	District of Delaware	Federal District Court	REVERSED-IN-PART AND REMANDED-IN-PART; VACATED-IN-PART AND REMANDED-IN-PART	Newman	Before Newman, Mayer, and O'Malley, Circuit Judges.
727 F.3d 1375	Aevoe Corp v AE Tech Co Ltd	District of Nevada	Federal District Court	DISMISSED	O'MALLEY	Before RADER, Chief Judge, LOURIE, and O'MALLEY, Circuit Judges.
778 F.3d 1255	In re Papst Licensing Digital Camera Patent Litigation			VACATED AND REMANDED.	TARANTO	Before TARANTO, SCHALL, and CHEN, Circuit Judges.
681 F.3d 1283	Merial Ltd v Cipla Ltd	Middle District of Georgia	Federal District Court	AFFIRMED.	LOURIE	Before LOURIE, SCHALL, and REYNA, Circuit Judges.
703 F.3d 1349	Deere And Co v Bush Hog LLC	Southern District of Iowa	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART AND REMANDED.	RADER	Before RADER, Chief Judge, NEWMAN and PLAGER, Circuit Judges.
787 F.3d 1359	Shire Development LLC v Watson Pharmaceuticals Inc	Southern District of Florida	Federal District Court	REVERSED AND REMANDED.	HUGHES	Before PROST, Chief Judge, CHEN *  and HUGHES, Circuit Judges.
703 F.3d 1360	Intel Corp v Negotiated Data Solutions Inc	Eastern District of Texas	Federal District Court	AFFIRMED	LINN	Before PROST, LINN, *  and WALLACH, Circuit Judges.
782 F.3d 1311	TwoWay Media LLC v AT And T Inc	Western District of Texas	Federal District Court	AFFIRMED.	O'MALLEY	Before DYK, O'MALLEY, and WALLACH, Circuit Judges.
697 F.3d 1367	Flo Healthcare Solutions LLC v Kappos	Northern District of Georgia	Federal District Court	AFFIRMED	PLAGER	Before NEWMAN, PLAGER, and WALLACH, Circuit Judges.
796 F.3d 1338	Suprema Inc v International Trade Com'n	International Trade Commission	Federal Court	Remanded.	REYNA	Before PROST, Chief Judge, NEWMAN, LOURIE, DYK, O'MALLEY, REYNA, WALLACH, TARANTO, CHEN,
862 F.3d 1322	Apex Frozen Foods Private Limited v United States	United States Court of International Trade	Federal Court	AFFIRMED	Clevenger	Before Newman, Clevenger, and Taranto, Circuit Judges.
797 F.3d 1318	Power Integrations Inc v Lee	Federal Circuit	Appellate Court	VACATED AND REMANDED.	MAYER	Before MOORE, MAYER, and LINN, Circuit Judges.
757 F.3d 1349	RT Foods Inc v US	United States Court of International Trade	Federal Court	AFFIRMED.	WALLACH	Before DYK, CLEVENGER, and WALLACH, Circuit Judges.
688 F.3d 751	PSC VSMPOAvisma Corp v US	United States Court of International Trade	Federal Court	REVERSED and REMANDED.	SCHALL	Before PROST, SCHALL, and REYNA, Circuit Judges.
737 F.3d 731	Galderma Laboratories LP v Tolmar Inc	District of Delaware	Federal District Court	REVERSED	PROST	Before NEWMAN, BRYSON, and PROST, Circuit Judges.
